now_us,budget,p_frag,avg_rbd,max_rbd,trend_pressure,victim_count
1777440496220503,12,0.461192042,0.488132447,0.599983692,0,8
1777440506220796,11,0.525713205,0.549427569,0.599995434,0,8
1777440516220942,11,0.512404978,0.536784708,0.599983692,0,8
1777440526221079,11,0.49971661,0.524730802,0.599983692,0,8
1777440536221230,10,0.514901102,0.539156079,0.599983692,0,8
1777440546221386,10,0.51679486,0.540955126,0.599983692,0,8
1777440556221611,9,0.462317735,0.489201844,0.599983692,0,8
1777440566221788,9,0.543230593,0.566069067,0.599983692,0,8
1777440576221961,8,0.550852358,0.573309779,0.599983692,0,8
1777440586222106,8,0.47712636,0.50327003,0.599983692,0,8
1777440596222290,7,0.515908003,0.540112615,0.599983692,0,8
1777440606222454,6,0.512986183,0.537336826,0.599983692,0,8
1777440616222738,6,0.508021533,0.53262043,0.599983692,0,8
