now_us,budget,p_frag,avg_rbd,max_rbd,trend_pressure,victim_count
1777432113789980,12,0.48161298,0.507532358,0.599984348,0,8
1777432123790258,11,0.473071456,0.499417871,0.599983692,0,8
1777432133790594,11,0.518677771,0.542743921,0.599983692,0,8
1777432143790845,11,0.477009743,0.503159285,0.599983692,0,8
1777432153791008,10,0.497047275,0.522194922,0.599983692,0,8
1777432163791173,10,0.495560229,0.520782232,0.599983692,0,8
1777432173791355,9,0.533259988,0.556596994,0.599983692,0,8
1777432183791511,9,0.549713075,0.572227418,0.599995434,0,8
1777432193791738,8,0.545815408,0.568524659,0.599995434,0,8
1777432203791911,8,0.55778563,0.579896331,0.599995434,0,8
1777432213792208,7,0.544845045,0.567602754,0.599983692,0,8
1777432223792454,6,0.487676859,0.513293028,0.599983692,0,8
1777432233792653,6,0.485174835,0.510916114,0.599983692,0,8
1777432243792835,5,0.512054265,0.536451519,0.599983692,0,8
1777432253793017,4,0.527887106,0.551492751,0.599983692,0,8
1777432263793364,4,0.507783473,0.53239429,0.599983692,0,8
1777432273793673,3,0.503474534,0.528300822,0.599983692,0,8
1777432283793863,2,0.48654145,0.512214422,0.599983692,0,8
