zone_id,valid_bytes,valid_ratio,invalid_bytes,zvdr_ema,rbd,fragment_class,lifetime_class
0,0,0,268435456,0,0,0,0
1,0,0,268435456,0,0,0,0
2,0,0,268435456,0,0,0,0
3,122976,0.000458121,268312480,1.4013e-45,0.599725,1,0
4,7317,2.72579e-05,268428139,0,0.599984,1,0
5,67433104,0.251208,201002352,0,0.449275,1,0
6,67433069,0.251208,201002387,0,0.449275,1,0
7,67433078,0.251208,201002378,0,0.449275,1,0
8,67433089,0.251208,201002367,0,0.449275,1,0
9,37265275,0.138824,231170181,0,0.516706,1,0
10,67433101,0.251208,201002355,0,0.449275,1,0
11,67433089,0.251208,201002367,0,0.449275,1,0
12,6045674,0.0225219,262389782,0,0.586487,1,0
13,67433095,0.251208,201002361,0,0.449275,1,0
14,67433084,0.251208,201002372,0,0.449275,1,0
15,15846620,0.0590333,252588836,0,0.56458,1,0
16,67433117,0.251208,201002339,0,0.449275,1,0
17,67433114,0.251208,201002342,0,0.449275,1,0
18,67433072,0.251208,201002384,0,0.449275,1,0
19,67433101,0.251208,201002355,0,0.449275,1,0
20,67433083,0.251208,201002373,0,0.449275,1,0
21,67433087,0.251208,201002369,0,0.449275,1,0
22,67433111,0.251208,201002345,0,0.449275,1,0
23,0,0,268435456,0,0,0,0
24,50124716,0.186729,218310740,0,0.487963,1,0
25,67433101,0.251208,201002355,0,0.449275,1,0
26,67433093,0.251208,201002363,0,0.449275,1,0
27,67433078,0.251208,201002378,0,0.449275,1,0
28,67433088,0.251208,201002368,0,0.449275,1,0
29,42462209,0.158184,225973247,0,0.50509,1,0
30,67433099,0.251208,201002357,0,0.449275,1,0
31,18116979,0.067491,250318477,0,0.559505,1,0
32,67433081,0.251208,201002375,0,0.449275,1,0
33,23428923,0.0872795,245006533,0,0.547632,1,0
34,67364481,0.250952,201070975,0,0.449429,1,0
35,67433100,0.251208,201002356,0,0.449275,1,0
36,67433090,0.251208,201002366,0,0.449275,1,0
37,67433126,0.251208,201002330,0,0.449275,1,0
38,67433077,0.251208,201002379,0,0.449275,1,0
39,8201049,0.0305513,260234407,0,0.581669,1,0
40,67433095,0.251208,201002361,0,0.449275,1,0
41,67433087,0.251208,201002369,0,0.449275,1,0
42,128083421,0.477148,140352035,0,0.313711,1,0
43,5508690,0.0205215,262926766,2.04509e-17,0.587687,1,0
44,268433880,0.999994,1576,0,3.52263e-06,0,0
45,42589901,0.15866,225845555,1.4013e-45,0.504804,1,0
46,151861329,0.565728,116574127,1.51878e-37,0.260563,0,0
47,136941479,0.510147,131493977,1.50907e-37,0.293912,0,0
48,268434435,0.999996,1021,0,2.28211e-06,0,0
49,268434173,0.999995,1283,0,2.86773e-06,0,0
50,67433103,0.251208,201002353,5.15222e-38,0.449275,1,0
51,268434542,0.999997,914,0,2.04295e-06,0,0
52,67433100,0.251208,201002356,6.98306e-07,0.449276,3,0
53,123468254,0.459955,144967202,0,0.324027,1,0
54,180864855,0.673774,87570601,2.86614e-15,0.195736,0,0
55,67433106,0.251208,201002350,4.66861e-38,0.449275,1,0
56,67433103,0.251208,201002353,1.69552e-38,0.449275,1,0
57,0,0,268435456,0,0,0,0
58,34262738,0.127639,234172718,1.24253e-39,0.523417,1,0
59,67433120,0.251208,201002336,3.91332e-40,0.449275,1,0
60,62942514,0.234479,205492942,4.32441e-42,0.459313,1,0
61,67433093,0.251208,201002363,2.05206e-40,0.449275,1,0
62,67433098,0.251208,201002358,1.4013e-45,0.449275,1,0
63,51954109,0.193544,216481347,2.58988e-41,0.483874,1,0
64,136938273,0.510135,131497183,2.15599e-37,0.293919,0,0
65,20997167,0.0782205,247438289,1.41699e-41,0.553068,1,0
66,51774753,0.192876,216660703,1.4013e-45,0.484274,1,0
67,135994785,0.50662,132440671,2.49757e-27,0.296028,0,0
68,47656004,0.177532,220779452,1.4013e-45,0.493481,1,0
69,268434503,0.999996,953,0,2.13012e-06,0,0
70,59675625,0.222309,208759831,1.4013e-45,0.466615,1,0
71,67433108,0.251208,201002348,1.95551e-41,0.449275,1,0
72,0,0,268435456,0,0,0,0
73,83910396,0.312591,184525060,0,0.412446,1,0
74,160189876,0.596754,108245580,2.40766e-36,0.241948,0,0
75,40679781,0.151544,227755675,1.4013e-45,0.509074,1,0
76,47369048,0.176463,221066408,1.56228e-36,0.494122,1,0
