zone_id,valid_bytes,valid_ratio,invalid_bytes,zvdr_ema,rbd,fragment_class,lifetime_class
0,0,0,268435456,0,0,0,0
1,0,0,268435456,0,0,0,0
2,0,0,268435456,0,0,0,0
3,126014,0.000469439,268309442,1.4013e-45,0.599718,1,0
4,7317,2.72579e-05,268428139,0,0.599984,1,0
5,56619076,0.210922,211816380,1.05425e-37,0.473447,1,0
6,268433947,0.999994,1509,0,3.37288e-06,0,0
7,7398169,0.0275603,261037287,1.4013e-45,0.583464,1,0
8,7434051,0.027694,261001405,1.4013e-45,0.583384,1,0
9,67433115,0.251208,201002341,1.4013e-45,0.449275,1,0
10,59433105,0.221406,209002351,1.4013e-45,0.467157,1,0
11,19767461,0.0736395,248667995,1.4013e-45,0.555816,1,0
12,57088793,0.212672,211346663,1.4013e-45,0.472397,1,0
13,0,0,268435456,0,0,0,0
14,67433109,0.251208,201002347,1.4013e-45,0.449275,1,0
15,26001545,0.0968633,242433911,1.4013e-45,0.541882,1,0
16,136759132,0.509467,131676324,1.4013e-45,0.29432,0,0
17,189887071,0.707384,78548385,2.19509e-25,0.175569,0,0
18,67433104,0.251208,201002352,1.4013e-45,0.449275,1,0
19,152593771,0.568456,115841685,1.4013e-45,0.258926,0,0
20,67433102,0.251208,201002354,1.4013e-45,0.449275,1,0
21,32894397,0.122541,235541059,1.4013e-45,0.526475,1,0
22,47343720,0.176369,221091736,1.4013e-45,0.494179,1,0
23,227759562,0.84847,40675894,1.4013e-45,0.0909177,0,0
24,61387501,0.228686,207047955,1.4013e-45,0.462788,1,0
25,268433932,0.999994,1524,0,3.40641e-06,0,0
26,87083021,0.32441,181352435,1.4013e-45,0.405354,1,0
27,69422174,0.258618,199013282,1.4013e-45,0.444829,1,0
28,123858125,0.461407,144577331,1.4013e-45,0.323156,1,0
29,202819276,0.755561,65616180,1.4013e-45,0.146664,0,0
30,114792458,0.427635,153642998,1.4013e-45,0.343419,1,0
31,253516907,0.944424,14918549,1.4013e-45,0.0333456,0,0
32,89052703,0.331747,179382753,1.4013e-45,0.400952,1,0
33,94254353,0.351125,174181103,1.4013e-45,0.389325,1,0
34,67433108,0.251208,201002348,1.86278e-28,0.449275,1,0
35,124041853,0.462092,144393603,1.4013e-45,0.322745,1,0
36,80921830,0.301457,187513626,1.4013e-45,0.419126,1,0
37,16386584,0.0610448,252048872,0,0.563373,1,0
38,231203679,0.861301,37231777,1.4013e-45,0.0832195,0,0
39,33824968,0.126008,234610488,1.4013e-45,0.524395,1,0
40,137820940,0.513423,130614516,1.4013e-45,0.291946,0,0
41,92520487,0.344666,175914969,1.4013e-45,0.393201,1,0
42,0,0,268435456,0,0,0,0
43,203128750,0.756714,65306706,1.4013e-45,0.145972,0,0
44,268433700,0.999993,1756,0,3.92497e-06,0,0
45,198022890,0.737693,70412566,0,0.157384,0,0
46,217803363,0.811381,50632093,1.4013e-45,0.113172,0,0
47,76706036,0.285752,191729420,1.4013e-45,0.428549,1,0
48,268433911,0.999994,1545,0,3.45334e-06,0,0
49,268433694,0.999993,1762,0,3.93838e-06,0,0
50,67433111,0.251208,201002345,0,0.449275,1,0
51,69071834,0.257313,199363622,0,0.445612,1,0
52,64004508,0.238435,204430948,0,0.456939,1,0
53,131432150,0.489623,137003306,8.52461e-17,0.306226,1,0
54,62240522,0.231864,206194934,6.99447e-07,0.460882,3,0
55,89788810,0.334489,178646646,0,0.399306,1,0
56,108848420,0.405492,159587036,1.4013e-45,0.356705,1,0
57,226492033,0.843749,41943423,0,0.0937509,0,0
58,83650020,0.311621,184785436,3.0755e-05,0.41304,3,0
59,191207482,0.712303,77227974,1.4013e-45,0.172618,0,0
60,72496233,0.27007,195939223,1.4013e-45,0.437958,1,0
61,0,0,268435456,0,0,0,0
62,268433392,0.999992,2064,0,4.6134e-06,0,0
63,0,0,268435456,0,0,0,0
64,268434738,0.999997,718,0,1.60486e-06,0,0
65,125474449,0.467429,142961007,3.37221e-25,0.319543,1,0
66,0,0,268435456,0,0,0,0
67,0,0,268435456,0,0,0,0
68,0,0,268435456,0,0,0,0
69,0,0,268435456,0,0,0,0
70,0,0,268435456,0,0,0,0
71,0,0,268435456,0,0,0,0
72,0,0,268435456,0,0,0,0
73,0,0,268435456,0,0,0,0
74,0,0,268435456,0,0,0,0
75,0,0,268435456,0,0,0,0
76,0,0,268435456,0,0,0,0
