zone_id,valid_bytes,valid_ratio,invalid_bytes,zvdr_ema,rbd,fragment_class,lifetime_class
0,0,0,268435456,0,0,1,0
1,0,0,268435456,0,0,1,0
2,0,0,268435456,0,0,1,0
3,18611,6.93314e-05,268416845,0,0.599958,1,0
4,7317,2.72579e-05,268428139,0,0.599984,1,0
5,0,0,268435456,0,0,1,0
6,67433079,0.251208,201002377,0,0.449275,1,0
7,0,0,268435456,0,0,1,0
8,67433093,0.251208,201002363,0,0.449275,1,0
9,67433073,0.251208,201002383,0,0.449275,1,0
10,0,0,268435456,0,0,1,0
11,67433087,0.251208,201002369,0,0.449275,1,0
12,39276108,0.146315,229159348,0,0.512211,1,0
13,61705455,0.229871,206730001,0,0.462078,1,0
14,57231202,0.213203,211204254,0,0.472078,1,0
15,0,0,268435456,0,0,1,0
16,0,0,268435456,0,0,1,0
17,0,0,268435456,0,0,1,0
18,0,0,268435456,0,0,1,0
19,0,0,268435456,0,0,1,0
20,0,0,268435456,0,0,1,0
21,0,0,268435456,0,0,1,0
22,67433089,0.251208,201002367,0,0.449275,1,0
23,67433088,0.251208,201002368,0,0.449275,1,0
24,41351303,0.154046,227084153,0,0.507573,1,0
25,67433096,0.251208,201002360,0,0.449275,1,0
26,67433103,0.251208,201002353,0,0.449275,1,0
27,67433133,0.251208,201002323,0,0.449275,1,0
28,67433073,0.251208,201002383,0,0.449275,1,0
29,67433086,0.251208,201002370,0,0.449275,1,0
30,60855140,0.226703,207580316,0,0.463978,1,0
31,0,0,268435456,0,0,1,0
32,0,0,268435456,0,0,1,0
33,0,0,268435456,0,0,1,0
34,0,0,268435456,0,0,1,0
35,0,0,268435456,0,0,1,0
36,0,0,268435456,0,0,1,0
37,0,0,268435456,0,0,1,0
38,0,0,268435456,0,0,1,0
39,0,0,268435456,0,0,1,0
40,0,0,268435456,0,0,1,0
41,0,0,268435456,0,0,1,0
42,0,0,268435456,0,0,1,0
43,0,0,268435456,0,0,1,0
44,2064,7.689e-06,268433392,0,0.599995,1,0
45,0,0,268435456,0,0,1,0
46,0,0,268435456,0,0,1,0
47,0,0,268435456,0,0,1,0
48,0,0,268435456,0,0,1,0
