now_us,budget,p_frag,avg_rbd,max_rbd,trend_pressure,victim_count
1777431933280050,12,0.462548226,0.489420801,0.59998709,0,8
1777431943280285,11,0.495014846,0.520264089,0.59999305,0,8
1777431953280410,11,0.546091676,0.568787098,0.599995434,0,8
1777431963280555,11,0.566821218,0.588480175,0.599995434,0,8
1777431973280726,10,0.538491964,0.561567366,0.599995434,0,8
1777431983280916,10,0.510843277,0.535301149,0.599983692,0,8
1777431993281106,9,0.491179645,0.516620636,0.599983692,0,8
1777432003281266,9,0.498125076,0.523218811,0.599983692,0,8
1777432013281443,8,0.526802897,0.550462782,0.599983692,0,8
1777432023281568,7,0.543689132,0.566504657,0.599983692,0,8
1777432033281696,7,0.530363083,0.553844929,0.599983692,0,8
1777432043281836,6,0.554607511,0.576877117,0.599983692,0,8
1777432053281989,6,0.516644835,0.540812612,0.599983692,0,8
1777432063282158,5,0.525998712,0.54969877,0.599983692,0,8
1777432073282319,4,0.525487185,0.549212813,0.599983692,0,8
1777432083282435,3,0.532010436,0.555409968,0.599983692,0,8
1777432093282579,3,0.540131629,0.563125074,0.599983692,0,8
1777432103282730,2,0.531703293,0.555118144,0.599983692,0,8
