zone_id,valid_bytes,valid_ratio,invalid_bytes,zvdr_ema,rbd,fragment_class,lifetime_class
0,0,0,268435456,0,0,0,0
1,0,0,268435456,0,0,0,0
2,0,0,268435456,0,0,0,0
3,124159,0.000462528,268311297,1.4013e-45,0.599723,1,0
4,7317,2.72579e-05,268428139,0,0.599984,1,0
5,67433110,0.251208,201002346,0,0.449275,1,0
6,67433078,0.251208,201002378,0,0.449275,1,0
7,67433114,0.251208,201002342,0,0.449275,1,0
8,67433108,0.251208,201002348,0,0.449275,1,0
9,67433115,0.251208,201002341,0,0.449275,1,0
10,58078372,0.216359,210357084,0,0.470185,1,0
11,67433084,0.251208,201002372,0,0.449275,1,0
12,5750269,0.0214214,262685187,0,0.587147,1,0
13,67433098,0.251208,201002358,0,0.449275,1,0
14,0,0,268435456,0,0,0,0
15,57102501,0.212723,211332955,0,0.472366,1,0
16,67433105,0.251208,201002351,0,0.449275,1,0
17,67433095,0.251208,201002361,0,0.449275,1,0
18,40411293,0.150544,228024163,0,0.509674,1,0
19,67433114,0.251208,201002342,0,0.449275,1,0
20,67433102,0.251208,201002354,0,0.449275,1,0
21,67433082,0.251208,201002374,0,0.449275,1,0
22,6643868,0.0247503,261791588,0,0.58515,1,0
23,67433078,0.251208,201002378,0,0.449275,1,0
24,67433084,0.251208,201002372,0,0.449275,1,0
25,54909172,0.204553,213526284,0,0.477268,1,0
26,67433084,0.251208,201002372,0,0.449275,1,0
27,67433090,0.251208,201002366,0,0.449275,1,0
28,67433097,0.251208,201002359,0,0.449275,1,0
29,47117959,0.175528,221317497,0,0.494683,1,0
30,67433096,0.251208,201002360,0,0.449275,1,0
31,67433093,0.251208,201002363,0,0.449275,1,0
32,67433110,0.251208,201002346,1.4013e-45,0.449275,1,0
33,67433103,0.251208,201002353,0,0.449275,1,0
34,67433117,0.251208,201002339,1.4013e-45,0.449275,1,0
35,67433078,0.251208,201002378,0,0.449275,1,0
36,0,0,268435456,0,0,0,0
37,67433102,0.251208,201002354,0,0.449275,1,0
38,17603241,0.0655772,250832215,0,0.560654,1,0
39,67433104,0.251208,201002352,0,0.449275,1,0
40,67433084,0.251208,201002372,0,0.449275,1,0
41,51036239,0.190125,217399217,0,0.485925,1,0
42,67433092,0.251208,201002364,0,0.449275,1,0
43,44008863,0.163946,224426593,0,0.501633,1,0
44,67433065,0.251208,201002391,0,0.449275,1,0
45,13507697,0.0503201,254927759,0,0.569808,1,0
46,0,0,268435456,0,0,0,0
47,34444210,0.128315,233991246,0,0.523011,1,0
48,67433096,0.251208,201002360,0,0.449275,1,0
49,67433110,0.251208,201002346,0,0.449275,1,0
50,67433118,0.251208,201002338,0,0.449275,1,0
51,10756253,0.0400702,257679203,1.4013e-45,0.575958,1,0
52,125106045,0.466056,143329411,1.4013e-45,0.320366,1,0
53,67433100,0.251208,201002356,1.4013e-45,0.449275,1,0
54,34648875,0.129077,233786581,0,0.522554,1,0
55,67433088,0.251208,201002368,1.4013e-45,0.449275,1,0
56,146570591,0.546018,121864865,1.4013e-45,0.272389,0,0
57,222869119,0.830252,45566337,1.4013e-45,0.101849,0,0
58,67433086,0.251208,201002370,0,0.449275,1,0
59,67433059,0.251208,201002397,0,0.449275,1,0
60,36901324,0.137468,231534132,1.4013e-45,0.517519,1,0
61,130948751,0.487822,137486705,2.42368e-15,0.307307,1,0
62,67433081,0.251208,201002375,0,0.449275,1,0
63,49192099,0.183255,219243357,1.4013e-45,0.490047,1,0
64,137511969,0.512272,130923487,1.4013e-45,0.292637,0,0
65,202216792,0.753316,66218664,1.4013e-45,0.14801,0,0
66,229394713,0.854562,39040743,4.56459e-36,0.0872629,0,0
67,67433091,0.251208,201002365,2.41384e-36,0.449275,1,0
68,67433110,0.251208,201002346,0,0.449275,1,0
69,156125157,0.581612,112310299,1.4013e-45,0.251033,0,0
70,200883784,0.74835,67551672,1.4013e-45,0.15099,0,0
71,141080640,0.525566,127354816,1.4013e-45,0.28466,0,0
72,87398349,0.325584,181037107,5.11806e-38,0.404649,1,0
73,11315413,0.0421532,257120043,0,0.574708,1,0
74,67433103,0.251208,201002353,1.4013e-45,0.449275,1,0
75,67433093,0.251208,201002363,1.4013e-45,0.449275,1,0
76,149489629,0.556892,118945827,1.4013e-45,0.265865,0,0
77,33476767,0.124711,234958689,1.4013e-45,0.525174,1,0
