now_us,budget,p_frag,avg_rbd,max_rbd,trend_pressure,victim_count
1777428507288262,12,0.509452403,0.533979774,0.59998405,0,8
1777428517288572,11,0.49028185,0.515767753,0.599983692,0,8
1777428527288688,11,0.49297598,0.518327177,0.599983692,0,8
1777428537288887,11,0.512301385,0.536686301,0.599983692,0,8
1777428547289096,10,0.507893384,0.532498717,0.599983692,0,8
1777428557289248,10,0.519600749,0.543620706,0.599983692,0,8
1777428567289514,9,0.527486205,0.551111937,0.599983692,0,8
1777428577289727,9,0.526862264,0.550519168,0.599983692,0,8
1777428587289955,8,0.526258588,0.549945712,0.599983692,0,8
1777428597290116,8,0.52266258,0.546529472,0.599983692,0,8
1777428607290278,7,0.537030578,0.560179055,0.599983692,0,8
1777428617290448,6,0.552979052,0.575330079,0.599983692,0,8
1777428627290686,6,0.562305331,0.584190071,0.599983692,0,8
1777428637290891,5,0.562304914,0.584189653,0.599983692,0,8
1777428647291041,4,0.557435751,0.579563975,0.599983692,0,8
1777428657291184,3,0.515647829,0.539865434,0.599983692,0,8
1777428667291460,3,0.548034847,0.570633113,0.599983692,0,8
1777428677291763,2,0.514968395,0.539219975,0.599983692,0,8
